DUID,REGIONID,CONNECTIONPOINTID,STATIONID,FY15-16,FY16-17,FY17-18,FY18-19,FY19-20,FY20-21,FY21-22,FY22-23,FY23-24,FY24-25,FY25-26,FY26-27,LATEST_MLF,PREV_MLF,YOY_CHANGE,YOY_PCT_CHANGE,STATION_NAME,FUEL_SOURCE,FUEL_CATEGORY,TECHNOLOGY,CAPACITY_MW,DUID_TYPE,STATUS
EMERASF1,QLD1,QLIS1E,EMERASF,,,,0.8778,0.8712,0.8864,0.9237,0.9333,0.9111,0.9331,0.9381,0.8854,0.8854,0.9381,-0.0527,-5.62,Emerald Solar Park,Solar,Solar,Photovoltaic Tracking Flat panel,88.0,Generator,Active
BARCSF1,QLD1,QLLV1B,BARCSF,,0.9385,0.9715,0.8934,0.8735,0.8889,0.9267,0.9334,0.915,0.937,0.941,0.8878,0.8878,0.941,-0.0532,-5.65,Barcaldine Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,20.0,Generator,Active
CLERMSF1,QLD1,QLLV3C,CLERMSF,,,,0.8862,0.8735,0.8889,0.9267,0.9334,0.915,0.937,0.941,0.8878,0.8878,0.941,-0.0532,-5.65,Clermont Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,92.5,Generator,Active
LRSF1,QLD1,QLLV2L,LRSF,,,0.9689,0.8934,0.8735,0.8889,0.9267,0.9334,0.915,0.937,0.941,0.8878,0.8878,0.941,-0.0532,-5.65,Longreach Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,17.0,Generator,Active
RUGBYR1,QLD1,QMPL1R,RUGBYR,,,,0.8703,0.8709,0.8886,0.9156,0.9224,0.9185,0.9397,0.9463,0.8932,0.8932,0.9463,-0.0531,-5.61,Rugby Run Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,83.0,Generator,Active
KIDSPHG2,QLD1,QAFH2K,KIDSPHES,,,,,,,,,,,0.9811,0.894,0.894,0.9811,-0.0871,-8.88,Kidston Hydro Project,,Hydro,,126.0,Generator,Active
KIDSPHG1,QLD1,QAFH1K,KIDSPHES,,,,,,,,,,,0.9811,0.894,0.894,0.9811,-0.0871,-8.88,Kidston Hydro Project,Water,Hydro,Pump Storage,126.0,Generator,Active
ALDGASF1,QLD1,QLCS1A,ALDGASF,,,,,,,,,,0.9659,0.9318,0.8948,0.8948,0.9318,-0.037,-3.97,Aldoga Solar Farm ,Solar,Solar,Photovoltalic Tracking Flat Panel,535.213,Generator,Active
BBATTERY1,QLD1,QBCB3B,BBATTERY,,,,,,,,,,0.9528,0.9358,0.9008,0.9008,0.9358,-0.035,-3.74,Bouldercombe Battery Project,Grid,Battery,Battery and Inverter,67.0,Generator,Active
CALL_B_2,QLD1,QCAB2,CALLIDE,0.9671,0.9456,0.9235,0.9069,0.905,0.9086,0.9251,0.9404,0.9149,0.9188,0.9252,0.9117,0.9117,0.9252,-0.0135,-1.46,Callide Power Station,Black Coal,Fossil,Steam Sub-Critical,350.0,Generator,Active
CALL_B_1,QLD1,QCAB1,CALLIDE,0.9671,0.9456,0.9235,0.9069,0.905,0.9086,0.9251,0.9404,0.9149,0.9188,0.9252,0.9117,0.9117,0.9252,-0.0135,-1.46,Callide Power Station,Black Coal,Fossil,Steam Sub-Critical,350.0,Generator,Active
CPP_4,QLD1,QCAC4,CALLIDEC,0.9648,0.941,0.9211,0.908,0.9025,0.9076,0.9274,0.9361,0.9096,0.916,0.9222,0.9122,0.9122,0.9222,-0.01,-1.08,Callide C Nett Off,Black Coal,Fossil,Steam Super Critical,420.0,Generator,Active
CPP_3,QLD1,QCAC3,CALLIDEC,0.9648,0.941,0.9211,0.908,0.9025,0.9076,0.9274,0.9361,0.9096,0.916,0.9222,0.9122,0.9122,0.9222,-0.01,-1.08,Callide C Nett Off,Black Coal,Fossil,Steam Super Critical,466.0,Generator,Active
OAKYCREK,QLD1,QLIL1,OCPS,1.0373,1.0122,0.9808,0.9451,0.9335,0.9414,0.9585,0.9716,0.9486,0.9538,0.9564,0.9131,0.9131,0.9564,-0.0433,-4.53,Oaky Creek Power Station,Coal Seam Methane,Fossil,Compression Reciprocating Engine,20.0,Generator,Active
OAKY2,QLD1,QLIL3O,OAKY2,1.0373,1.0122,0.9808,0.9451,0.9335,0.9414,0.9585,0.9716,0.9486,0.9538,0.9564,0.9131,0.9131,0.9564,-0.0433,-4.53,Oaky Creek 2,Waste Coal Mine Gas,Fossil,Spark Ignition Reciprocating Engine,15.0,Generator,Active
GERMCRK,QLD1,QLIL2,GERMCRK,1.0373,1.0122,0.9808,0.9451,0.9335,0.9414,0.9585,0.9716,0.9486,0.9538,0.9564,0.9131,0.9131,0.9564,-0.0433,-4.53,German Creek Power Station,Waste Coal Mine Gas,Fossil,Spark Ignition Reciprocating Engine,44.976,Generator,Active
CALLNL4,QLD1,QCAA2,CALLIDE,0.9563,0.9268,0.9161,0.9074,0.9022,0.9066,0.9266,,,,,0.914,0.914,,,,Callide Power Station,,,,30.0,Generator,Active
CALL_A_4,QLD1,QCAA4,CALLIDE,0.9563,0.9268,0.9161,0.9074,0.9022,0.9066,0.9266,,,,,0.914,0.914,,,,Callide Power Station,,Fossil,,30.0,Generator,Active
STAN-2,QLD1,QSTN2,STANWELL,0.9784,0.9561,0.9329,0.9075,0.906,0.912,0.9338,0.9409,0.9181,0.9218,0.9273,0.9154,0.9154,0.9273,-0.0119,-1.28,Stanwell Power Station,Black Coal,Fossil,Steam Sub-Critical,365.0,Generator,Active
STAN-3,QLD1,QSTN3,STANWELL,0.9784,0.9561,0.9329,0.9075,0.906,0.912,0.9338,0.9409,0.9181,0.9218,0.9273,0.9154,0.9154,0.9273,-0.0119,-1.28,Stanwell Power Station,Black Coal,Fossil,Steam Sub-Critical,365.0,Generator,Active
STAN-4,QLD1,QSTN4,STANWELL,0.9784,0.9561,0.9329,0.9075,0.906,0.912,0.9338,0.9409,0.9181,0.9218,0.9273,0.9154,0.9154,0.9273,-0.0119,-1.28,Stanwell Power Station,Black Coal,Fossil,Steam Sub-Critical,365.0,Generator,Active
STAN-1,QLD1,QSTN1,STANWELL,0.9784,0.9561,0.9329,0.9075,0.906,0.912,0.9338,0.9409,0.9181,0.9218,0.9273,0.9154,0.9154,0.9273,-0.0119,-1.28,Stanwell Power Station,Black Coal,Fossil,Steam Sub-Critical,365.0,Generator,Active
CALLNL1,QLD1,QCAX,CALLIDE,0.959,0.9344,0.9146,0.9048,0.9024,0.9048,0.9257,0.9351,0.9181,0.927,0.9298,0.9158,0.9158,0.9298,-0.014,-1.51,Callide Power Station,,Fossil,,25.0,Generator,Active
INVICTA,QLD1,QINV1I,INVICTA,1.1033,1.0327,0.9644,0.966,0.9045,0.9274,0.9272,0.9501,0.9317,0.9314,0.9561,0.9168,0.9168,0.9561,-0.0393,-4.11,Invicta Sugar Mill,Bagasse,Other Renewable,Steam Sub-Critical,50.3,Generator,Active
YABULU2,QLD1,QGAR1,YABULU,1.0428,0.9992,0.9778,0.9495,0.9197,0.9196,0.9755,0.9237,0.9417,0.9482,0.9734,0.9173,0.9173,0.9734,-0.0561,-5.76,Townsville Gas Turbine,Natural Gas,Fossil,Combined Cycle Gas Turbine (CCGT),82.0,Generator,Active
STANNL1,QLD1,QSTX,STANWELL,0.9897,0.9618,0.9366,0.9104,0.9054,0.9216,0.9463,0.9527,0.9265,0.9317,0.9366,0.9204,0.9204,0.9366,-0.0162,-1.73,STANWELL POWER STATION,,Fossil,,25.0,Generator,Active
BRDDBES1,QLD1,QBSS2B,BSOUNDSF,,,,,,,,,,,0.929,0.9247,0.9247,0.929,-0.0043,-0.46,Broadsound Energy Park,Grid,Battery,Battery and Inverter,240.0,Generator,Active
BRDDSF01,QLD1,QBSS1B,BSOUNDSF,,,,,,,,,,,0.929,0.9247,0.9247,0.929,-0.0043,-0.46,Broadsound Energy Park,Solar,Solar,Photovoltaic Tracking Flat panel,368.0,Generator,Active
YARWUN_1,QLD1,QYAG1R,YARWUN,0.9879,0.9693,0.9435,0.9245,0.9225,0.9324,0.9544,0.9627,0.9349,0.947,0.9472,0.9249,0.9249,0.9472,-0.0223,-2.35,Yarwun Power Station,Natural Gas,Fossil,Combined Cycle Gas Turbine (CCGT),154.0,Generator,Active
GLADNL1,QLD1,QGLL,G/STONE,0.9855,0.9603,0.9402,0.9206,0.9203,0.9288,0.947,0.9581,0.9323,0.941,0.9437,0.9267,0.9267,0.9437,-0.017,-1.8,GLADSTONE POWER STATION,,Fossil,,25.0,Generator,Active
GSTONE3,QLD1,QGLD3,G/STONE,0.9855,0.9603,0.9402,0.9206,0.9203,0.9288,0.947,0.9581,0.9323,0.941,0.9437,0.9267,0.9267,0.9437,-0.017,-1.8,Gladstone Power Station,Black Coal,Fossil,Steam Sub-Critical,280.0,Generator,Active
GSTONE4,QLD1,QGLD4,G/STONE,0.9855,0.9603,0.9402,0.9206,0.9203,0.9288,0.947,0.9581,0.9323,0.941,0.9437,0.9267,0.9267,0.9437,-0.017,-1.8,Gladstone Power Station,Black Coal,Fossil,Steam Sub-Critical,280.0,Generator,Active
GSTONE1,QLD1,QGLD1,G/STONE,0.9868,0.9662,0.9431,0.924,0.9223,0.9285,0.9519,0.9623,0.9329,0.9403,0.9461,0.9299,0.9299,0.9461,-0.0162,-1.71,Gladstone Power Station,Black Coal,Fossil,Steam Sub-Critical,280.0,Generator,Active
GSTONE2,QLD1,QGLD2,G/STONE,0.9868,0.9662,0.9431,0.924,0.9223,0.9285,0.9519,0.9623,0.9329,0.9403,0.9461,0.9299,0.9299,0.9461,-0.0162,-1.71,Gladstone Power Station,Black Coal,Fossil,Steam Sub-Critical,280.0,Generator,Active
GSTONE6,QLD1,QGLD6,G/STONE,0.9868,0.9662,0.9431,0.924,0.9223,0.9285,0.9519,0.9623,0.9329,0.9403,0.9461,0.9299,0.9299,0.9461,-0.0162,-1.71,Gladstone Power Station,Black Coal,Fossil,Steam Sub-Critical,280.0,Generator,Active
GSTONE5,QLD1,QGLD5,G/STONE,0.9868,0.9662,0.9431,0.924,0.9223,0.9285,0.9519,0.9623,0.9329,0.9403,0.9461,0.9299,0.9299,0.9461,-0.0162,-1.71,Gladstone Power Station,Black Coal,Fossil,Steam Sub-Critical,280.0,Generator,Active
CLRKCWF1,QLD1,QBSW1C,CLRKCRWF,,,,,,,,,,0.9497,0.943,0.9313,0.9313,0.943,-0.0117,-1.24,Clarke Creek Wind Farm,Wind,Wind,Wind - Onshore,345.5,Generator,Active
CLRKCWF2,QLD1,QBSW2C,CLRKCRWF,,,,,,,,,,0.9497,0.943,0.9313,0.9313,0.943,-0.0117,-1.24,Clarke Creek Wind Farm,Wind,Wind,Wind - Onshore,103.5,Generator,Active
BUSF1,QLD1,QGNS1B,BUSF,,,,,,,,,,,0.9677,0.9323,0.9323,0.9677,-0.0354,-3.66,Bundaberg Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,101.0,Generator,Active
MEWF1,QLD1,QWKM1M,MEWF,,,,0.9515,0.944,0.955,0.9835,0.9575,0.9472,0.9527,0.9649,0.9396,0.9396,0.9649,-0.0253,-2.62,Mount Emerald Wind Farm,Wind,Wind,Wind - Onshore,180.0,Generator,Active
KABANWF1,QLD1,QTMW1K,KABANWF,,,,,,,,0.9513,0.9575,0.9605,0.9696,0.9442,0.9442,0.9696,-0.0254,-2.62,Kaban Wind Farm,Wind,Wind,Wind - Onshore,156.0,Generator,Active
BLUEGSF1,QLD1,QCBS1B,BLUEGSF,,,,,,,0.9549,0.96,0.9546,0.9433,0.9543,0.9459,0.9459,0.9543,-0.0084,-0.88,Blue Grass Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,183.0,Generator,Active
BAKING1,QLD1,QCHS1C,BAKING,,,,0.9834,0.9862,0.9743,0.9886,0.9664,0.9598,0.9442,0.9593,0.9472,0.9472,0.9593,-0.0121,-1.26,Baking Board Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,17.5,Generator,Active
BARRON-2,QLD1,QBGH2,BARRON,1.0677,1.053,1.0238,0.9346,0.9144,0.9356,0.9832,0.9623,0.959,0.9556,0.9569,0.9486,0.9486,0.9569,-0.0083,-0.87,Barron Gorge Power Station,Water,Hydro,Run of River,30.0,Generator,Active
BARRON-1,QLD1,QBGH1,BARRON,1.0677,1.053,1.0238,0.9346,0.9144,0.9356,0.9832,0.9623,0.959,0.9556,0.9569,0.9486,0.9486,0.9569,-0.0083,-0.87,Barron Gorge Power Station,Water,Hydro,Run of River,30.0,Generator,Active
CHILDSF1,QLD1,QTBS1C,CHILDSF,,,,0.9511,0.9532,0.9608,0.9797,0.9823,0.9704,0.9828,0.9772,0.9523,0.9523,0.9772,-0.0249,-2.55,Childers Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,64.38,Generator,Active
SRSF1,QLD1,QTBS2S,SRSF,,,,0.9511,0.9532,0.9608,0.9797,0.9823,0.9704,0.9828,0.9772,0.9523,0.9523,0.9772,-0.0249,-2.55,Susan River Solar Farm,Solar,Solar,Photovoltaic Flat panel,85.26,Generator,Active
MSTUART1,QLD1,QMSP1,MSTUART,1.0156,0.9834,0.9964,0.8842,0.9037,0.9229,0.9286,0.916,0.9164,0.9471,0.9121,0.9545,0.9545,0.9121,0.0424,4.65,Mt Stuart Power Station,Kerosene,Fossil,Open Cycle Gas turbines (OCGT),144.0,Generator,Active
MSTUART2,QLD1,QMSP2,MSTUART,1.0156,0.9834,0.9964,0.8842,0.9037,0.9229,0.9286,0.916,0.9164,0.9471,0.9121,0.9545,0.9545,0.9121,0.0424,4.65,Mt Stuart Power Station,Kerosene,Fossil,Open Cycle Gas turbines (OCGT),144.0,Generator,Active
MSTUART3,QLD1,QMSP3M,MSTUART,1.0156,0.9834,0.9964,0.8842,0.9037,0.9229,0.9286,0.916,0.9164,0.9471,0.9121,0.9545,0.9545,0.9121,0.0424,4.65,Mt Stuart Power Station,Kerosene,Fossil,Open Cycle Gas turbines (OCGT),131.0,Generator,Active
WOOLGSF1,QLD1,QWLS1W,WOOLGSF,,,,,,,0.9951,0.9832,0.9736,0.985,0.9787,0.9568,0.9568,0.9787,-0.0219,-2.24,Woolooga Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,222.5,Generator,Active
KEPBG1,QLD1,QROW3K,KEP,,,,,,0.9581,0.9912,0.9808,0.9667,0.9703,0.9813,0.9574,0.9574,0.9813,-0.0239,-2.44,Kennedy Energy Park Battery,Grid,Battery,Battery,2.0,Generator,Active
KEPSF1,QLD1,QROW2K,KEP,,,,,,0.9581,0.9912,0.9808,0.9667,0.9703,0.9813,0.9574,0.9574,0.9813,-0.0239,-2.44,Kennedy Energy Park,Solar,Solar,Photovoltaic Tracking Flat panel,16.0,Generator,Active
KEPWF1,QLD1,QROW1K,KEP,,,,,,0.9581,0.9912,0.9808,0.9667,0.9703,0.9813,0.9574,0.9574,0.9813,-0.0239,-2.44,Kennedy Energy Park,Wind,Wind,Wind - Onshore,43.0,Generator,Active
KEPBL1,QLD1,,,,,,,,,,,,,,0.9574,0.9574,,,,Kennedy Energy Park Battery,Grid,Battery,Battery,2.0,Generator,Active
MUCRKSF1,QLD1,QWLM1M,MUCRKSF,,,,,,,,,,,0.9759,0.9579,0.9579,0.9759,-0.018,-1.84,Munna Creek Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,154.0,Generator,Active
KAREEYA5,QLD1,QKYH5,KAREEYA,1.069,1.0495,1.0181,0.9523,0.9296,0.9465,0.9656,0.9702,0.9559,0.9642,0.9828,0.9604,0.9604,0.9828,-0.0224,-2.28,Kareeya Power Station,Water,Hydro,Run of River,7.0,Generator,Active
KAREEYA4,QLD1,QKAH4,KAREEYA,1.069,1.0495,1.0181,0.9523,0.9296,0.9465,0.9656,0.9702,0.9559,0.9642,0.9828,0.9604,0.9604,0.9828,-0.0224,-2.28,Kareeya Power Station,Water,Hydro,Run of River,21.0,Generator,Active
KAREEYA3,QLD1,QKAH3,KAREEYA,1.069,1.0495,1.0181,0.9523,0.9296,0.9465,0.9656,0.9702,0.9559,0.9642,0.9828,0.9604,0.9604,0.9828,-0.0224,-2.28,Kareeya Power Station,Water,Hydro,Run of River,21.0,Generator,Active
KAREEYA2,QLD1,QKAH2,KAREEYA,1.069,1.0495,1.0181,0.9523,0.9296,0.9465,0.9656,0.9702,0.9559,0.9642,0.9828,0.9604,0.9604,0.9828,-0.0224,-2.28,Kareeya Power Station,Water,Hydro,Run of River,21.0,Generator,Active
KAREEYA1,QLD1,QKAH1,KAREEYA,1.069,1.0495,1.0181,0.9523,0.9296,0.9465,0.9656,0.9702,0.9559,0.9642,0.9828,0.9604,0.9604,0.9828,-0.0224,-2.28,Kareeya Power Station,Water,Hydro,Run of River,21.0,Generator,Active
BARCALDN,QLD1,QBCG,BARCALDN,0.9935,0.9777,0.9507,0.9029,0.8873,0.9025,0.9064,0.935,0.938,0.9331,0.9392,0.9648,0.9648,0.9392,0.0256,2.73,Barcaldine Power Station,Natural Gas,Fossil,Combined Cycle Gas Turbine (CCGT),37.0,Generator,Active
WAMBOWF1,QLD1,QDMW1W,WAMBOWF1,,,,,,,,,,0.9698,0.967,0.9701,0.9701,0.967,0.0031,0.32,Wambo Wind Farm 1,Wind,Wind,Wind - Onshore,252.0,Generator,Active
COOPGWF1,QLD1,QCPG1C,COOPGWF,,,,0.9742,0.9705,0.9681,0.9683,0.9685,0.9658,0.9672,0.9691,0.9704,0.9704,0.9691,0.0013,0.13,Coopers Gap Wind Farm,Wind,Wind,Wind - Onshore,452.0,Generator,Active
BRAEMAR6,QLD1,QBRA6B,B2PS,0.9567,0.9549,0.9607,0.9709,0.9702,0.9609,0.9629,0.963,0.9617,0.9627,0.9667,0.9709,0.9709,0.9667,0.0042,0.43,Braemar 2 Power Station,Coal Seam Methane,Fossil,Open Cycle Gas turbines (OCGT),173.0,Generator,Active
BRAEMAR7,QLD1,QBRA7B,B2PS,0.9567,0.9549,0.9607,0.9709,0.9702,0.9609,0.9629,0.963,0.9617,0.9627,0.9667,0.9709,0.9709,0.9667,0.0042,0.43,Braemar 2 Power Station,Coal Seam Methane,Fossil,Open Cycle Gas turbines (OCGT),173.0,Generator,Active
BRAEMAR1,QLD1,QBRA1,BRAEMARA,0.9567,0.9549,0.9607,0.9709,0.9702,0.9609,0.9629,0.963,0.9617,0.9627,0.9667,0.9709,0.9709,0.9667,0.0042,0.43,Braemar Power Station,Coal Seam Methane,Fossil,Open Cycle Gas turbines (OCGT),168.0,Generator,Active
BRAEMAR2,QLD1,QBRA2,BRAEMARA,0.9567,0.9549,0.9607,0.9709,0.9702,0.9609,0.9629,0.963,0.9617,0.9627,0.9667,0.9709,0.9709,0.9667,0.0042,0.43,Braemar Power Station,Coal Seam Methane,Fossil,Open Cycle Gas turbines (OCGT),168.0,Generator,Active
BRAEMAR3,QLD1,QBRA3,BRAEMARA,0.9567,0.9549,0.9607,0.9709,0.9702,0.9609,0.9629,0.963,0.9617,0.9627,0.9667,0.9709,0.9709,0.9667,0.0042,0.43,Braemar Power Station,Coal Seam Methane,Fossil,Open Cycle Gas turbines (OCGT),168.0,Generator,Active
BRAEMAR5,QLD1,QBRA5B,B2PS,0.9567,0.9549,0.9607,0.9709,0.9702,0.9609,0.9629,0.963,0.9617,0.9627,0.9667,0.9709,0.9709,0.9667,0.0042,0.43,Braemar 2 Power Station,Coal Seam Methane,Fossil,Open Cycle Gas turbines (OCGT),173.0,Generator,Active
DDPS1,QLD1,QBRA8D,DDPS1,0.9567,0.9549,0.9607,0.9709,0.9702,0.9609,0.9629,0.963,0.9617,0.9627,0.9667,0.9709,0.9709,0.9667,0.0042,0.43,Darling Downs Power Station,Natural Gas,Fossil,Combined Cycle Gas Turbine (CCGT),644.0,Generator,Active
TARNL1,QLD1,QTRL,TARONG,0.9711,0.9691,0.9715,0.9756,0.9756,0.9731,0.9725,0.9734,0.9712,0.972,0.9725,0.9725,0.9725,0.9725,0.0,0.0,TARONG POWER STATION,,Fossil,,25.0,Generator,Active
MCINTYR1,QLD1,QMSW1M,MCINTYR,,,,,,,,,,0.9734,0.9723,0.9729,0.9729,0.9723,0.0006,0.06,MacIntyre Wind Farm,Wind,Wind,Wind - Onshore,923.0,Generator,Active
KPP_1,QLD1,QBRA4K,KOGANCK,0.9582,0.9588,0.9635,0.9743,0.9711,0.9735,0.9694,0.9698,0.9673,0.9692,0.9737,0.9739,0.9739,0.9737,0.0002,0.02,Kogan Creek Power Station,Black Coal,Fossil,Steam Super Critical,744.0,Generator,Active
TARONG#3,QLD1,QTRN3,TARONG,0.9708,0.9686,0.9712,0.9752,0.9748,0.9721,0.9719,0.9729,0.9707,0.9716,0.973,0.9743,0.9743,0.973,0.0013,0.13,Tarong Power Station,Black Coal,Fossil,Steam Sub-Critical,350.0,Generator,Active
TARONG#4,QLD1,QTRN4,TARONG,0.9708,0.9686,0.9712,0.9752,0.9748,0.9721,0.9719,0.9729,0.9707,0.9716,0.973,0.9743,0.9743,0.973,0.0013,0.13,Tarong Power Station,Black Coal,Fossil,Steam Sub-Critical,350.0,Generator,Active
TARONG#2,QLD1,QTRN2,TARONG,0.9708,0.9686,0.9712,0.9752,0.9748,0.9721,0.9719,0.9729,0.9707,0.9716,0.973,0.9743,0.9743,0.973,0.0013,0.13,Tarong Power Station,Black Coal,Fossil,Steam Sub-Critical,350.0,Generator,Active
TARONG#1,QLD1,QTRN1,TARONG,0.9708,0.9686,0.9712,0.9752,0.9748,0.9721,0.9719,0.9729,0.9707,0.9716,0.973,0.9743,0.9743,0.973,0.0013,0.13,Tarong Power Station,Black Coal,Fossil,Steam Sub-Critical,350.0,Generator,Active
TNPS1,QLD1,QTNT,TARONGN,0.9707,0.9678,0.9713,0.9755,0.9745,0.972,0.9723,0.9737,0.9712,0.9718,0.9736,0.9752,0.9752,0.9736,0.0016,0.16,Tarong North Power Station,Black Coal,Fossil,Steam Super Critical,443.0,Generator,Active
WDGPH1,QLD1,QWDR1W,WDGPH,,,,,,,0.9704,0.9757,0.9712,0.9701,0.9767,0.9761,0.9761,0.9767,-0.0006,-0.06,Western Downs GPH,Solar,Solar,Photovoltaic Tracking Flat Panel,501.0,Generator,Active
OAKEY1,QLD1,QOKY1,OAKEY,0.9498,0.942,0.9667,0.9562,0.9589,0.9591,0.9536,0.953,0.9628,0.9572,0.9666,0.9768,0.9768,0.9666,0.0102,1.06,Oakey Power Station,Natural Gas,Fossil,Open Cycle Gas turbines (OCGT),141.0,Generator,Active
OAKEY2,QLD1,QOKY2,OAKEY,0.9498,0.942,0.9667,0.9562,0.9589,0.9591,0.9536,0.953,0.9628,0.9572,0.9666,0.9768,0.9768,0.9666,0.0102,1.06,Oakey Power Station,Natural Gas,Fossil,Open Cycle Gas turbines (OCGT),141.0,Generator,Active
TARBESS1,QLD1,QTRB1T,TRNGBESS,,,,,,,,,,0.9837,0.9836,0.9773,0.9773,0.9836,-0.0063,-0.64,Tarong BESS,Grid,Battery,Battery and Inverter,393.0,Generator,Active
CPSA,QLD1,QCND1C,CPSA,0.9642,0.9685,0.9688,0.9882,0.9888,0.9884,0.9825,0.9744,0.9731,0.9729,0.9724,0.9775,0.9775,0.9724,0.0051,0.52,Condamine Power Station A,Natural Gas,Fossil,Combined Cycle Gas Turbine (CCGT),143.0,Generator,Active
ROMA_8,QLD1,QRMA8,ROMA,0.9591,0.9629,0.9623,0.9729,0.9759,0.9761,0.9679,0.9761,0.9643,0.9643,0.9687,0.9776,0.9776,0.9687,0.0089,0.92,Roma Gas Turbine Station,Natural Gas,Fossil,Open Cycle Gas turbines (OCGT),40.0,Generator,Active
ROMA_7,QLD1,QRMA7,ROMA,0.9591,0.9629,0.9623,0.9729,0.9759,0.9761,0.9679,0.9761,0.9643,0.9643,0.9687,0.9776,0.9776,0.9687,0.0089,0.92,Roma Gas Turbine Station,Natural Gas,Fossil,Open Cycle Gas turbines (OCGT),40.0,Generator,Active
ULPBESS1,QLD1,QWDS1U,ULPBESS,,,,,,,,,,0.9698,0.9851,0.9778,0.9778,0.9851,-0.0073,-0.74,Ulinda Park BESS,Grid,Battery,Battery and Inverter,197.0,Generator,Active
CHBESS1,QLD1,QWDB3C,CHBESS,,,,,,,,,,0.9761,0.9875,0.9787,0.9787,0.9875,-0.0088,-0.89,"Chinchilla BESS, Units 1-80",Grid,Battery,Battery and Inverter,134.0,Generator,Active
MPP_2,QLD1,QBCK2,MILLMERN,0.9612,0.9642,0.9737,0.9812,0.9797,0.9763,0.9733,0.9762,0.9763,0.9797,0.98,0.9788,0.9788,0.98,-0.0012,-0.12,Millmerran Power Plant,Black Coal,Fossil,Steam Super Critical,426.0,Generator,Active
MPP_1,QLD1,QBCK1,MILLMERN,0.9612,0.9642,0.9737,0.9812,0.9797,0.9763,0.9733,0.9762,0.9763,0.9797,0.98,0.9788,0.9788,0.98,-0.0012,-0.12,Millmerran Power Plant,Black Coal,Fossil,Steam Super Critical,426.0,Generator,Active
KINGASF1,QLD1,QTRS1K,KINGASF,,,,,,,,,,0.9775,0.9795,0.9791,0.9791,0.9795,-0.0004,-0.04,Kingaroy Solar Farm,Solar,Solar,Photovoltaic Tracking Flat panel,47.0,Generator,Active
MORANBAH,QLD1,QMRL1M,MORANBAH,1.0824,1.0526,1.0441,0.9803,0.9639,0.9624,0.9877,1.0026,0.9852,0.9928,1.0008,0.9796,0.9796,1.0008,-0.0212,-2.12,Moranbah Generation Project,Coal Seam Methane,Fossil,Compression Reciprocating Engine,12.56,Generator,Active
GROSV2,QLD1,QMRV1G,GROSV2,,,1.0252,0.9683,0.9567,0.9696,0.9844,0.9923,0.9821,0.9907,0.9977,0.9797,0.9797,0.9977,-0.018,-1.8,Grosvenor 2,Waste Coal Mine Gas,Fossil,Spark Ignition Reciprocating Engine,15.205,Generator,Active
GROSV1,QLD1,QMRN2G,GROSV1,,1.0727,1.032,0.9683,0.9567,0.9696,0.9844,0.9923,0.9821,0.9907,0.9977,0.9797,0.9797,0.9977,-0.018,-1.8,Grosvenor 1 Waste Coal Mine Gas Power Station,Waste Coal Mine Gas,Fossil,Spark Ignition Reciprocating Engine,21.287,Generator,Active
EDENVSF1,QLD1,QORS1E,EDENVSF,,,,,,,,0.9753,0.972,0.9707,0.9823,0.9797,0.9797,0.9823,-0.0026,-0.26,Edenvale Solar Park,Solar,Solar,Photovoltaic Tracking Flat panel,180.0,Generator,Active
WDBESS2,QLD1,QWDE4W,WDBESS,,,,,,,,,,,0.9899,0.9801,0.9801,0.9899,-0.0098,-0.99,Western Downs Battery Energy Storage System (BESS),Grid,Battery,Battery and Inverter,269.8,Generator,Active
WDBESS1,QLD1,QWDE3W,WDBESS,,,,,,,,,,0.9762,0.9891,0.9801,0.9801,0.9891,-0.009,-0.91,Western Downs Battery Energy Storage System,Grid,Battery,Battery and Inverter,272.48,Generator,Active
DDSF1,QLD1,QBRS1D,DDSF,,,0.9711,0.9812,0.9822,0.9825,0.9762,0.9796,0.9762,0.9755,0.9849,0.981,0.981,0.9849,-0.0039,-0.4,Darling Downs Solar Farm,Solar ,Solar,Photovoltaic Flat Panel,121.0,Generator,Active
YABULU,QLD1,QTYP,YABULU,1.0337,1.0073,1.0035,0.9346,0.9156,0.9268,0.9661,0.9572,0.9519,0.9549,0.9508,0.9819,0.9819,0.9508,0.0311,3.27,Townsville Gas Turbine,Natural Gas,Fossil,Combined Cycle Gas Turbine (CCGT),160.0,Generator,Active
GUSF1,QLD1,QBLG1G,GUSF,,,,,,,,,,,0.9836,0.9827,0.9827,0.9836,-0.0009,-0.09,Gunsynd Solar Farm,Solar,Solar,Photovoltaic Flat panel,122.775,Generator,Active
